"Timestamp","CpuTotalPct","ProcessorQueueLength","AvailableMB","PagesInputPerSec","PagesPerSec","PageFileUsagePct","DiskBusyPct","DiskQueueLength","DiskSecRead","DiskSecWrite","DiskTransfersPerSec"
"2026-04-06T02:29:42","30","0","305","0","0","24","0","0","0","0","3"
"2026-04-06T02:29:52","81","1","289","167","167","24","0","0","0","0","0"
"2026-04-06T02:29:55","19","0","291","75","75","24","0","0","0","0","15"
"2026-04-06T02:29:58","41","0","282","0","0","23","0","0","0","0","19"
"2026-04-06T02:30:02","10","1","258","0","0","23","0","0","0","0","50"
"2026-04-06T02:30:04","21","4","255","407","407","23","0","0","0","0","3"
"2026-04-06T02:30:08","19","0","256","3","3","23","0","0","0","0","15"
"2026-04-06T02:30:11","0","0","257","0","0","23","0","0","0","0","7"
"2026-04-06T02:30:13","37","1","251","7","7","23","0","0","0","0","7"
"2026-04-06T02:30:16","0","2","275","0","0","23","0","0","0","0","3"
"2026-04-06T02:30:19","17","0","260","0","0","23","0","0","0","0","0"
"2026-04-06T02:30:22","47","0","254","0","0","23","0","0","0","0","72"
"2026-04-06T02:30:26","9","6","239","3","3","23","82","4","0","0","26"
"2026-04-06T02:30:29","65","6","190","686","686","23","3","0","0","0","110"
"2026-04-06T02:30:33","89","0","209","0","0","24","0","0","0","0","0"
"2026-04-06T02:30:37","35","2","202","3","3","24","0","0","0","0","0"
"2026-04-06T02:30:40","1","1","261","61","61","24","0","0","0","0","11"
"2026-04-06T02:30:43","0","0","263","88","88","24","0","0","0","0","0"
"2026-04-06T02:30:46","7","0","258","0","0","24","0","0","0","0","0"
"2026-04-06T02:30:49","23","1","272","3","3","24","13","0","0","0","39"
"2026-04-06T02:30:52","28","2","255","3","3","24","0","0","0","0","0"
"2026-04-06T02:30:56","8","0","261","0","0","24","0","0","0","0","11"
"2026-04-06T02:30:59","31","1","256","0","0","24","1","0","0","0","15"
"2026-04-06T02:31:01","19","0","253","30","30","24","0","0","0","0","0"
"2026-04-06T02:31:04","34","6","246","0","0","24","0","0","0","0","34"
"2026-04-06T02:31:07","8","0","243","85","85","24","0","0","0","0","3"
"2026-04-06T02:31:10","23","0","246","286","286","24","0","0","0","0","0"
"2026-04-06T02:31:13","18","1","240","225","225","24","0","0","0","0","11"
"2026-04-06T02:31:17","15","0","241","383","383","24","0","0","0","0","0"
"2026-04-06T02:31:20","46","0","249","76","76","24","0","0","0","0","3"
"2026-04-06T02:31:23","20","0","237","63","63","24","0","0","0","0","34"
"2026-04-06T02:31:26","22","0","238","27","27","24","0","0","0","0","3"
"2026-04-06T02:31:29","51","0","235","0","0","24","0","0","0","0","0"
"2026-04-06T02:31:32","3","0","245","0","0","24","0","0","0","0","0"
"2026-04-06T02:31:35","32","3","246","0","0","24","0","0","0","0","0"
"2026-04-06T02:31:38","21","0","250","3","3","24","0","0","0","0","30"
"2026-04-06T02:31:41","19","0","254","5435","5435","24","16","0","0","0","4014"
"2026-04-06T02:31:46","41","0","206","0","0","23","1","0","0","0","3"
"2026-04-06T02:31:50","49","0","190","0","0","23","9","0","0","0","3"
"2026-04-06T02:31:54","49","0","190","0","0","23","0","0","0","0","0"
"2026-04-06T02:31:57","0","0","192","189","189","23","0","0","0","0","3"
"2026-04-06T02:31:59","9","0","192","0","0","23","0","0","0","0","0"
"2026-04-06T02:32:02","14","0","193","0","0","23","0","0","0","0","22"
"2026-04-06T02:32:06","19","3","186","0","0","23","8","0","0","0","55"
"2026-04-06T02:32:09","19","0","192","0","0","23","0","0","0","0","0"
"2026-04-06T02:32:12","21","1","170","5858","5858","23","26","1","0","0","2137"
"2026-04-06T02:32:16","93","5","143","698","698","24","2","0","0","0","82"
"2026-04-06T02:32:19","75","5","113","2903","2903","25","3","0","0","0","144"
"2026-04-06T02:32:22","59","0","107","346","346","25","0","0","0","0","22"
"2026-04-06T02:32:25","67","0","105","84","84","25","8","0","0","0","18"
"2026-04-06T02:32:28","22","2","120","450","450","25","0","0","0","0","0"
"2026-04-06T02:32:31","14","0","124","0","0","25","0","0","0","0","0"
"2026-04-06T02:32:34","0","0","119","61","61","25","0","0","0","0","11"
"2026-04-06T02:32:37","93","10","70","1679","1679","25","44","2","0","0","308"
"2026-04-06T02:32:41","78","5","107","10999","10999","26","18","1","0","0","99"
"2026-04-06T02:32:45","100","9","110","283","283","26","5","0","0","0","765"
"2026-04-06T02:32:49","100","13","47","39","39","26","98","5","0","0","37"
"2026-04-06T02:32:54","100","14","60","2503","2503","27","21","1","0","0","485"
"2026-04-06T02:32:59","75","4","384","3","3","27","0","0","0","0","3"
"2026-04-06T02:33:02","47","1","383","0","0","27","1","0","0","0","7"
"2026-04-06T02:33:05","12","0","379","3","3","27","0","0","0","0","0"
"2026-04-06T02:33:07","3","0","376","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:10","1","0","370","0","0","27","1","0","0","0","3"
"2026-04-06T02:33:13","4","1","374","218","218","27","0","0","0","0","0"
"2026-04-06T02:33:16","4","0","384","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:19","1","2","404","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:22","5","1","407","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:25","2","0","416","7","7","27","0","0","0","0","0"
"2026-04-06T02:33:27","0","0","417","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:30","0","0","416","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:33","1","0","416","0","0","27","0","0","0","0","3"
"2026-04-06T02:33:36","1","0","417","0","0","27","0","0","0","0","26"
"2026-04-06T02:33:39","0","0","416","0","0","27","1","0","0","0","67"
"2026-04-06T02:33:42","0","0","446","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:45","3","0","446","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:48","7","0","448","118","118","27","0","0","0","0","0"
"2026-04-06T02:33:51","0","0","452","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:53","10","0","454","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:56","4","0","452","0","0","27","0","0","0","0","0"
"2026-04-06T02:33:59","22","0","451","0","0","27","1","0","0","0","15"
"2026-04-06T02:34:02","0","0","451","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:05","9","0","453","0","0","27","1","0","0","0","3"
"2026-04-06T02:34:08","5","0","453","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:11","1","0","453","0","0","27","3","0","0","0","3"
"2026-04-06T02:34:13","0","0","454","3","3","27","0","0","0","0","0"
"2026-04-06T02:34:16","0","0","451","31","31","27","0","0","0","0","0"
"2026-04-06T02:34:19","1","0","450","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:22","1","0","446","138","138","27","0","0","0","0","0"
"2026-04-06T02:34:25","4","0","445","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:27","4","0","444","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:30","1","2","441","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:33","13","0","441","0","0","27","1","0","0","0","11"
"2026-04-06T02:34:36","12","0","445","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:39","0","0","445","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:42","66","0","627","3","3","27","0","0","0","0","3"
"2026-04-06T02:34:45","21","0","627","3","3","27","0","0","0","0","197"
"2026-04-06T02:34:48","62","1","618","0","0","27","0","0","0","0","0"
"2026-04-06T02:34:52","5","0","572","15","15","27","0","0","0","0","105"
"2026-04-06T02:34:55","47","1","572","31","31","27","0","0","0","0","35"
"2026-04-06T02:34:58","100","9","574","113","113","27","0","0","0","0","19"
"2026-04-06T02:35:01","41","3","579","0","0","27","0","0","0","0","0"
"2026-04-06T02:35:05","57","5","558","7","7","27","0","0","0","0","15"
"2026-04-06T02:35:08","42","10","525","187","187","27","0","0","0","0","0"
"2026-04-06T02:35:12","59","15","433","9628","9628","27","8","0","0","0","1014"
"2026-04-06T02:35:16","100","24","260","4965","4965","26","0","0","0","0","131"
"2026-04-06T02:35:21","94","3","169","1532","1532","28","4","0","0","0","168"
"2026-04-06T02:35:25","18","0","124","231","231","28","2","0","0","0","182"
"2026-04-06T02:35:29","50","5","52","49","49","28","52","3","0","0","379"
"2026-04-06T02:35:32","93","2","93","78","31246","29","71","4","0","0","830"
"2026-04-06T02:35:36","49","0","186","430","430","29","0","0","0","0","0"
"2026-04-06T02:35:39","5","0","220","0","0","29","0","0","0","0","0"
"2026-04-06T02:35:42","3","0","257","0","0","29","0","0","0","0","0"
"2026-04-06T02:35:44","12","0","264","3","3","29","0","0","0","0","0"
"2026-04-06T02:35:47","7","0","257","0","0","29","0","0","0","0","0"
"2026-04-06T02:35:50","25","0","237","2427","2427","29","24","1","0","0","7"
"2026-04-06T02:35:54","6","0","237","0","0","29","0","0","0","0","0"
"2026-04-06T02:35:56","6","0","235","0","0","29","0","0","0","0","0"
"2026-04-06T02:35:59","43","0","260","0","0","29","0","0","0","0","3"
"2026-04-06T02:36:02","6","0","250","0","0","29","0","0","0","0","3"
"2026-04-06T02:36:05","0","0","274","211","211","29","0","0","0","0","0"
