"Timestamp","ProcessName","CpuPct","WorkingSetPrivateMB","InstanceCount"
"2026-04-06T02:29:52","firefox","11,36","1912,66","13"
"2026-04-06T02:29:52","qwen","6,33","695,72","6"
"2026-04-06T02:29:52","powershell","4,66","109,15","1"
"2026-04-06T02:29:52","wmplayer","0,15","27,21","1"
"2026-04-06T02:29:52","explorer","0,15","186,38","1"
"2026-04-06T02:29:52","csrss","0","3,83","2"
"2026-04-06T02:29:52","audiodg","0","6,91","1"
"2026-04-06T02:29:52","shellexperiencehost","0","14,54","1"
"2026-04-06T02:29:52","onedrive.sync.service","0","67,76","1"
"2026-04-06T02:29:52","registry","0","5,86","1"
"2026-04-06T02:29:52","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:29:52","winlogon","0","3,75","1"
"2026-04-06T02:29:52","runtimebroker","0","26,96","4"
"2026-04-06T02:29:52","openconsole","0","2,41","1"
"2026-04-06T02:29:52","servicehost","0","21,79","1"
"2026-04-06T02:29:52","dllhost","0","10,58","3"
"2026-04-06T02:29:52","wudfhost","0","1,96","1"
"2026-04-06T02:29:52","wslservice","0","5,28","1"
"2026-04-06T02:29:52","searchindexer","0","32,13","1"
"2026-04-06T02:29:52","useroobebroker","0","1,9","1"
"2026-04-06T02:29:55","qwen","15","695,23","6"
"2026-04-06T02:29:55","powershell","15","108,77","1"
"2026-04-06T02:29:55","wmplayer","0,75","27,21","1"
"2026-04-06T02:29:55","firefox","0,75","1913,44","13"
"2026-04-06T02:29:55","audiodg","0,25","6,91","1"
"2026-04-06T02:29:55","csrss","0","3,83","2"
"2026-04-06T02:29:55","shellexperiencehost","0","14,54","1"
"2026-04-06T02:29:55","registry","0","5,86","1"
"2026-04-06T02:29:55","onedrive.sync.service","0","67,76","1"
"2026-04-06T02:29:55","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:29:55","wudfhost","0","1,96","1"
"2026-04-06T02:29:55","winlogon","0","3,75","1"
"2026-04-06T02:29:55","runtimebroker","0","26,96","4"
"2026-04-06T02:29:55","servicehost","0","21,79","1"
"2026-04-06T02:29:55","openconsole","0","2,41","1"
"2026-04-06T02:29:55","dllhost","0","10,58","3"
"2026-04-06T02:29:55","wslservice","0","5,28","1"
"2026-04-06T02:29:55","searchindexer","0","32,13","1"
"2026-04-06T02:29:55","useroobebroker","0","1,9","1"
"2026-04-06T02:29:55","snippingtool","0","4,04","1"
"2026-04-06T02:29:58","powershell","12,04","111,74","1"
"2026-04-06T02:29:58","firefox","9,42","1916,64","13"
"2026-04-06T02:29:58","qwen","6,02","688,72","6"
"2026-04-06T02:29:58","wmplayer","3,14","27,21","1"
"2026-04-06T02:29:58","audiodg","0,52","6,91","1"
"2026-04-06T02:29:58","csrss","0","3,83","2"
"2026-04-06T02:29:58","shellexperiencehost","0","14,54","1"
"2026-04-06T02:29:58","registry","0","5,86","1"
"2026-04-06T02:29:58","onedrive.sync.service","0","67,76","1"
"2026-04-06T02:29:58","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:29:58","wudfhost","0","1,96","1"
"2026-04-06T02:29:58","winlogon","0","3,75","1"
"2026-04-06T02:29:58","runtimebroker","0","26,96","4"
"2026-04-06T02:29:58","servicehost","0","21,79","1"
"2026-04-06T02:29:58","openconsole","0","2,41","1"
"2026-04-06T02:29:58","dllhost","0","10,47","3"
"2026-04-06T02:29:58","wslservice","0","5,28","1"
"2026-04-06T02:29:58","searchindexer","0","32,13","1"
"2026-04-06T02:29:58","useroobebroker","0","1,9","1"
"2026-04-06T02:29:58","snippingtool","0","4,04","1"
