"Timestamp","ProcessName","CpuPct","WorkingSetPrivateMB","InstanceCount"
"2026-04-06T02:19:03","firefox","38,45","1493,26","13"
"2026-04-06T02:19:03","powershell","10,08","109,25","1"
"2026-04-06T02:19:03","svchost","3,93","353,8","77"
"2026-04-06T02:19:03","explorer","1,71","185,93","1"
"2026-04-06T02:19:03","qwen","1,03","682,54","6"
"2026-04-06T02:19:03","wmplayer","1,03","27,21","1"
"2026-04-06T02:19:03","ollama app","0,34","17,03","1"
"2026-04-06T02:19:03","windowsterminal","0,17","23,53","1"
"2026-04-06T02:19:03","uihost","0,17","11,06","1"
"2026-04-06T02:19:03","registry","0","5,98","1"
"2026-04-06T02:19:03","onedrive.sync.service","0","67,76","1"
"2026-04-06T02:19:03","wslservice","0","5,28","1"
"2026-04-06T02:19:03","audiodg","0","6,97","1"
"2026-04-06T02:19:03","crashhelper","0","1,97","1"
"2026-04-06T02:19:03","wudfhost","0","1,96","1"
"2026-04-06T02:19:03","winlogon","0","3,75","1"
"2026-04-06T02:19:03","dllhost","0","10,74","3"
"2026-04-06T02:19:03","servicehost","0","21,87","1"
"2026-04-06T02:19:03","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:19:03","csrss","0","3,82","2"
"2026-04-06T02:19:08","firefox","13,31","1490,53","13"
"2026-04-06T02:19:08","powershell","8,97","110,36","1"
"2026-04-06T02:19:08","qwen","1,08","682,54","6"
"2026-04-06T02:19:08","wmplayer","0,77","27,21","1"
"2026-04-06T02:19:08","uihost","0,31","11,06","1"
"2026-04-06T02:19:08","audiodg","0,15","6,97","1"
"2026-04-06T02:19:08","explorer","0,15","184,5","1"
"2026-04-06T02:19:08","registry","0","5,98","1"
"2026-04-06T02:19:08","crashhelper","0","1,97","1"
"2026-04-06T02:19:08","wslservice","0","5,28","1"
"2026-04-06T02:19:08","onedrive.sync.service","0","67,73","1"
"2026-04-06T02:19:08","csrss","0","3,82","2"
"2026-04-06T02:19:08","wudfhost","0","1,96","1"
"2026-04-06T02:19:08","dllhost","0","10,74","3"
"2026-04-06T02:19:08","winlogon","0","3,75","1"
"2026-04-06T02:19:08","searchapp","0","103,92","1"
"2026-04-06T02:19:08","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:19:08","servicehost","0","21,87","1"
"2026-04-06T02:19:08","openconsole","0","2,46","1"
"2026-04-06T02:19:08","searchprotocolhost","0","1,89","1"
"2026-04-06T02:19:11","firefox","36,4","1498,96","13"
"2026-04-06T02:19:11","powershell","12,22","109,39","1"
"2026-04-06T02:19:11","qwen","4,07","682,54","6"
"2026-04-06T02:19:11","wmplayer","0,76","27,21","1"
"2026-04-06T02:19:11","audiodg","0,25","6,94","1"
"2026-04-06T02:19:11","wslservice","0","5,28","1"
"2026-04-06T02:19:11","registry","0","5,98","1"
"2026-04-06T02:19:11","csrss","0","3,82","2"
"2026-04-06T02:19:11","onedrive.sync.service","0","67,58","1"
"2026-04-06T02:19:11","uihost","0","11,04","1"
"2026-04-06T02:19:11","dllhost","0","10,74","3"
"2026-04-06T02:19:11","winlogon","0","3,75","1"
"2026-04-06T02:19:11","searchapp","0","103,92","1"
"2026-04-06T02:19:11","wudfhost","0","1,96","1"
"2026-04-06T02:19:11","filecoauth","0","9,81","1"
"2026-04-06T02:19:11","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:19:11","servicehost","0","21,87","1"
"2026-04-06T02:19:11","crashhelper","0","1,97","1"
"2026-04-06T02:19:11","openconsole","0","2,46","1"
"2026-04-06T02:19:11","searchprotocolhost","0","1,89","1"
"2026-04-06T02:19:14","firefox","14,84","1513,26","13"
"2026-04-06T02:19:14","powershell","11,06","110,75","1"
"2026-04-06T02:19:14","wmplayer","1,26","27,21","1"
"2026-04-06T02:19:14","qwen","1,26","682,54","6"
"2026-04-06T02:19:14","msedgewebview2","0,25","110,17","6"
"2026-04-06T02:19:14","uihost","0","11,06","1"
"2026-04-06T02:19:14","searchapp","0","103,92","1"
"2026-04-06T02:19:14","wslservice","0","5,28","1"
"2026-04-06T02:19:14","crashhelper","0","1,97","1"
"2026-04-06T02:19:14","registry","0","5,98","1"
"2026-04-06T02:19:14","onedrive.sync.service","0","67,58","1"
"2026-04-06T02:19:14","wudfhost","0","1,96","1"
"2026-04-06T02:19:14","dllhost","0","10,74","3"
"2026-04-06T02:19:14","winlogon","0","3,75","1"
"2026-04-06T02:19:14","servicehost","0","21,87","1"
