"Timestamp","ProcessName","CpuPct","WorkingSetPrivateMB","InstanceCount"
"2026-04-06T02:14:09","searchfilterhost","0","1,48","1"
"2026-04-06T02:14:09","audiodg","0","7,01","1"
"2026-04-06T02:14:09","csrss","0","3,92","2"
"2026-04-06T02:14:09","registry","0","5,65","1"
"2026-04-06T02:14:09","onedrive.sync.service","0","67,6","1"
"2026-04-06T02:14:09","uihost","0","11,34","1"
"2026-04-06T02:14:09","dllhost","0","10,9","3"
"2026-04-06T02:14:09","winlogon","0","3,68","1"
"2026-04-06T02:14:09","openconsole","0","2,38","1"
"2026-04-06T02:14:09","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:14:09","servicehost","0","22,31","1"
"2026-04-06T02:14:09","wudfhost","0","1,96","1"
"2026-04-06T02:14:09","wslservice","0","5,28","1"
"2026-04-06T02:14:12","powershell","13,14","110,38","1"
"2026-04-06T02:14:12","explorer","7,44","190,89","1"
"2026-04-06T02:14:12","svchost","6,94","367,55","79"
"2026-04-06T02:14:12","qwen","2,48","680,32","6"
"2026-04-06T02:14:12","firefox","1,99","1492,04","13"
"2026-04-06T02:14:12","taskhostw","1,24","24,18","3"
"2026-04-06T02:14:12","windowsterminal","0,74","23,16","1"
"2026-04-06T02:14:12","wmplayer","0,5","27,21","1"
"2026-04-06T02:14:12","audiodg","0,25","7,01","1"
"2026-04-06T02:14:12","sihost","0,25","5,87","1"
"2026-04-06T02:14:12","uihost","0","11,34","1"
"2026-04-06T02:14:12","dllhost","0","10,9","3"
"2026-04-06T02:14:12","winlogon","0","3,68","1"
"2026-04-06T02:14:12","registry","0","5,79","1"
"2026-04-06T02:14:12","onedrive.sync.service","0","67,6","1"
"2026-04-06T02:14:12","servicehost","0","22,31","1"
"2026-04-06T02:14:12","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:14:12","wudfhost","0","1,96","1"
"2026-04-06T02:14:12","csrss","0","3,92","2"
"2026-04-06T02:14:12","searchfilterhost","0","1,48","1"
"2026-04-06T02:14:15","powershell","11,77","112,08","1"
"2026-04-06T02:14:15","explorer","3,66","184,93","1"
"2026-04-06T02:14:15","qwen","1,57","680,32","6"
"2026-04-06T02:14:15","wmplayer","1,57","27,21","1"
"2026-04-06T02:14:15","searchfilterhost","0","1,48","1"
"2026-04-06T02:14:15","audiodg","0","7,01","1"
"2026-04-06T02:14:15","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:14:15","onedrive.sync.service","0","67,6","1"
"2026-04-06T02:14:15","uihost","0","11,34","1"
"2026-04-06T02:14:15","csrss","0","3,92","2"
"2026-04-06T02:14:15","servicehost","0","22,31","1"
"2026-04-06T02:14:15","dllhost","0","10,9","3"
"2026-04-06T02:14:15","winlogon","0","3,68","1"
"2026-04-06T02:14:15","openconsole","0","2,38","1"
"2026-04-06T02:14:15","wudfhost","0","1,96","1"
"2026-04-06T02:14:15","filecoauth","0","9,84","1"
"2026-04-06T02:14:15","searchapp","0","103,92","1"
"2026-04-06T02:14:15","registry","0","5,79","1"
"2026-04-06T02:14:15","useroobebroker","0","1,98","1"
"2026-04-06T02:14:15","snippingtool","0","4,04","1"
"2026-04-06T02:14:18","explorer","23,39","185,88","1"
"2026-04-06T02:14:18","powershell","12,88","113,31","1"
"2026-04-06T02:14:18","svchost","2,1","367,64","79"
"2026-04-06T02:14:18","qwen","1,84","680,32","6"
"2026-04-06T02:14:18","wmplayer","1,05","27,21","1"
"2026-04-06T02:14:18","audiodg","0,79","7,01","1"
"2026-04-06T02:14:18","searchfilterhost","0","1,48","1"
"2026-04-06T02:14:18","registry","0","5,85","1"
"2026-04-06T02:14:18","csrss","0","3,82","2"
"2026-04-06T02:14:18","onedrive.sync.service","0","67,6","1"
"2026-04-06T02:14:18","uihost","0","11,34","1"
"2026-04-06T02:14:18","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:14:18","winlogon","0","3,68","1"
"2026-04-06T02:14:18","openconsole","0","2,32","1"
"2026-04-06T02:14:18","searchapp","0","103,92","1"
"2026-04-06T02:14:18","servicehost","0","22,34","1"
"2026-04-06T02:14:18","wudfhost","0","1,96","1"
"2026-04-06T02:14:18","dllhost","0","10,9","3"
"2026-04-06T02:14:18","snippingtool","0","4,04","1"
"2026-04-06T02:14:18","msmpeng","0","321,24","1"
"2026-04-06T02:14:22","svchost","9,54","367,12","79"
"2026-04-06T02:14:22","powershell","9,33","114,74","1"
"2026-04-06T02:14:22","explorer","6,9","185,4","1"
"2026-04-06T02:14:22","notepad++","5,07","100,96","1"
"2026-04-06T02:14:22","audiodg","2,43","7,63","1"
"2026-04-06T02:14:22","uihost","1,42","12,17","1"
"2026-04-06T02:14:22","filecoauth","1,01","9,84","1"
"2026-04-06T02:14:22","qwen","0,61","680,32","6"
"2026-04-06T02:14:22","wmplayer","0,61","27,21","1"
"2026-04-06T02:14:22","firefox","0,2","1492,06","13"
"2026-04-06T02:14:22","idle","0","0,06","1"
"2026-04-06T02:14:22","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:14:22","msmpeng","0","321,24","1"
"2026-04-06T02:14:22","csrss","0","3,82","2"
"2026-04-06T02:14:22","searchfilterhost","0","1,48","1"
"2026-04-06T02:14:22","servicehost","0","22,34","1"
"2026-04-06T02:14:22","dllhost","0","12,67","4"
"2026-04-06T02:14:22","useroobebroker","0","1,98","1"
"2026-04-06T02:14:22","openconsole","0","2,32","1"
"2026-04-06T02:14:22","wudfhost","0","1,96","1"
"2026-04-06T02:14:25","powershell","12,72","113,18","1"
"2026-04-06T02:14:25","qwen","2,17","680,32","6"
"2026-04-06T02:14:25","wmplayer","1,35","27,21","1"
"2026-04-06T02:14:25","audiodg","0,54","7,04","1"
"2026-04-06T02:14:25","notepad++","0,27","100,96","1"
"2026-04-06T02:14:25","firefox","0,27","1492,07","13"
"2026-04-06T02:14:25","onedrive.sync.service","0","67,6","1"
"2026-04-06T02:14:25","searchfilterhost","0","1,48","1"
"2026-04-06T02:14:25","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:14:25","csrss","0","3,82","2"
"2026-04-06T02:14:25","uihost","0","12,17","1"
"2026-04-06T02:14:25","openconsole","0","2,32","1"
"2026-04-06T02:14:25","searchapp","0","103,92","1"
"2026-04-06T02:14:25","filecoauth","0","9,84","1"
"2026-04-06T02:14:25","winlogon","0","3,68","1"
"2026-04-06T02:14:25","servicehost","0","22,34","1"
"2026-04-06T02:14:25","wudfhost","0","1,96","1"
"2026-04-06T02:14:25","dllhost","0","10,9","3"
"2026-04-06T02:14:25","useroobebroker","0","1,98","1"
"2026-04-06T02:14:25","snippingtool","0","4,04","1"
"2026-04-06T02:14:28","powershell","11,85","114,91","1"
"2026-04-06T02:14:28","qwen","1,08","680,32","6"
"2026-04-06T02:14:28","notepad++","1,08","100,99","1"
"2026-04-06T02:14:28","wmplayer","0,81","27,21","1"
"2026-04-06T02:14:28","audiodg","0,54","7,04","1"
"2026-04-06T02:14:28","firefox","0,54","1492,1","13"
"2026-04-06T02:14:28","onedrive.sync.service","0","67,6","1"
"2026-04-06T02:14:28","searchfilterhost","0","1,48","1"
"2026-04-06T02:14:28","bravecrashhandler64","0","1,59","1"
"2026-04-06T02:14:28","csrss","0","3,82","2"
"2026-04-06T02:14:28","uihost","0","12,17","1"
"2026-04-06T02:14:28","openconsole","0","2,32","1"
"2026-04-06T02:14:28","searchapp","0","103,92","1"
"2026-04-06T02:14:28","filecoauth","0","9,84","1"
"2026-04-06T02:14:28","winlogon","0","3,75","1"
"2026-04-06T02:14:28","servicehost","0","22,34","1"
"2026-04-06T02:14:28","wudfhost","0","1,96","1"
"2026-04-06T02:14:28","dllhost","0","10,9","3"
"2026-04-06T02:14:28","useroobebroker","0","1,98","1"
"2026-04-06T02:14:28","snippingtool","0","4,04","1"
